id	year	group	 NDA 	 A_inverse 	 REV_REC_diff 	PPE
72953	1987	Food processing and beverage	-0.1009	0.7704	0.0054	0.7966
11995	1987	Food processing and beverage	-0.0954	0.0020	-0.0352	0.4017
22840	1987	Food processing and beverage	-0.1172	0.0003	0.4123	0.6471
73542	1987	Food processing and beverage	-0.1108	0.0572	0.0781	0.5167
29946	1987	Food processing and beverage	-0.1082	0.0009	0.0104	0.2626
56602	1987	Food processing and beverage	-0.1277	0.0265	0.0263	0.9574
92100	1987	Food processing and beverage	-0.1274	0.0089	0.3352	0.4126
58632	1987	Food processing and beverage	-0.1374	0.0101	-0.1387	0.1418
72988	1987	Food processing and beverage	-0.1429	0.0537	-0.1957	1.1200
80785	1987	Food processing and beverage	-0.1764	0.0258	0.1530	0.9877
79944	1987	Food processing and beverage	-0.1603	0.0512	-0.0836	0.5739
10291	1987	Food processing and beverage	-0.1761	0.4746	0.7896	0.8472
13354	1987	Food processing and beverage	-0.1979	0.0003	0.4224	0.7013
28223	1988	Food processing and beverage	5.4827	1.2837	63.5323	2.4737
49736	1988	Food processing and beverage	0.5196	0.0184	1.1460	1.0707
10847	1988	Food processing and beverage	0.3458	0.4810	1.8547	0.1058
41515	1988	Food processing and beverage	0.6035	0.0059	-0.0171	0.6718
54093	1988	Food processing and beverage	0.3901	0.1972	12.5225	0.2341
11805	1988	Food processing and beverage	0.2602	0.4137	0.9712	0.5403
10662	1988	Food processing and beverage	0.2198	0.0175	0.7730	0.7453
77730	1988	Food processing and beverage	0.1562	0.0012	0.1798	0.8589
88445	1988	Food processing and beverage	0.1554	0.0441	0.7093	0.8857
32256	1988	Food processing and beverage	0.1182	0.0080	-0.0394	0.3455
58077	1988	Food processing and beverage	0.1151	0.0056	0.1337	0.7818
73542	1988	Food processing and beverage	0.0826	0.0603	1.1379	0.6730
19271	1988	Food processing and beverage	0.0625	0.0678	0.2214	1.1042
89499	1988	Food processing and beverage	0.0589	0.0319	0.0865	0.6118
11372	1988	Food processing and beverage	0.0651	0.0088	0.2792	0.7008
56602	1988	Food processing and beverage	0.0493	0.0247	0.8717	0.9456
70923	1988	Food processing and beverage	0.0446	0.0076	-0.9027	0.8611
47109	1988	Food processing and beverage	0.0325	0.0829	0.1707	0.9441
83089	1988	Food processing and beverage	0.0290	0.0446	0.2961	0.7593
11291	1988	Food processing and beverage	0.0300	0.0129	0.2155	0.7590
70965	1988	Food processing and beverage	0.0239	0.0040	0.3683	0.7705
64996	1988	Food processing and beverage	0.0214	0.0563	1.4969	0.6650
11195	1988	Food processing and beverage	0.0177	0.4415	0.0647	0.0808
11343	1988	Food processing and beverage	0.0112	0.0146	0.2308	0.8462
34367	1988	Food processing and beverage	0.0094	0.0091	-0.1804	0.4745
10704	1988	Food processing and beverage	0.0086	0.0176	0.4037	0.5542
59264	1988	Food processing and beverage	0.0036	0.0027	0.1812	0.5767
16600	1988	Food processing and beverage	0.0022	0.0006	-0.1714	0.6193
16571	1988	Food processing and beverage	0.0009	0.0002	0.1657	0.6012
22569	1988	Food processing and beverage	0.0007	0.0349	0.1304	0.5336
11622	1988	Food processing and beverage	0.0005	0.1151	-0.0401	0.6526
28353	1988	Food processing and beverage	-0.0011	0.0003	-0.0016	0.6553
26825	1988	Food processing and beverage	-0.0051	0.0004	0.1894	1.0878
85893	1988	Food processing and beverage	-0.0057	0.0498	1.0873	0.9016
30614	1988	Food processing and beverage	-0.0067	0.0637	0.4188	0.6561
88381	1988	Food processing and beverage	-0.0109	0.0228	0.3062	0.7973
48531	1988	Food processing and beverage	-0.0139	0.0041	0.1202	1.0396
40707	1988	Food processing and beverage	-0.0151	0.0006	0.6044	0.6195
23077	1988	Food processing and beverage	-0.0150	0.0003	0.1665	0.6058
25320	1988	Food processing and beverage	-0.0192	0.0003	0.0849	0.8219
11308	1988	Food processing and beverage	-0.0170	0.0001	0.1404	0.3481
11353	1988	Food processing and beverage	-0.0207	0.0085	0.2234	0.4083
29946	1988	Food processing and beverage	-0.0228	0.0011	-0.0723	0.3248
83046	1988	Food processing and beverage	-0.0238	0.0049	-0.1020	0.7523
59619	1988	Food processing and beverage	-0.0236	0.0026	0.0048	0.6207
10989	1988	Food processing and beverage	-0.0288	0.0003	-0.0700	0.8451
10905	1988	Food processing and beverage	-0.0314	0.1541	0.2841	0.9048
49437	1988	Food processing and beverage	-0.0462	0.0018	0.7199	2.2365
14955	1988	Food processing and beverage	-0.0341	0.0009	0.1868	0.6022
23683	1988	Food processing and beverage	-0.0298	0.0177	-0.0505	0.3042
66229	1988	Food processing and beverage	-0.0303	0.0065	0.0001	0.3612
56274	1988	Food processing and beverage	-0.0390	0.0003	0.6207	0.4593
15077	1988	Food processing and beverage	-0.0341	0.0018	0.0825	0.5972
27896	1988	Food processing and beverage	-0.0356	0.0034	0.6260	0.9411
62958	1988	Food processing and beverage	-0.0342	0.0051	0.1659	0.6632
10516	1988	Food processing and beverage	-0.0372	0.0003	0.2636	0.7384
63554	1988	Food processing and beverage	-0.0406	0.0020	0.2659	0.9107
62042	1988	Food processing and beverage	-0.0414	0.0083	0.0234	1.2336
14816	1988	Food processing and beverage	-0.0453	0.0106	0.1487	0.6439
70500	1988	Food processing and beverage	-0.0402	0.0002	0.1410	0.4089
42219	1988	Food processing and beverage	-0.0410	0.0099	0.3810	0.9097
85156	1988	Food processing and beverage	-0.0280	0.2646	0.0487	0.0119
50112	1988	Food processing and beverage	-0.0444	0.0025	0.1050	0.8869
37640	1988	Food processing and beverage	-0.0455	0.0097	0.0638	1.0916
42585	1988	Food processing and beverage	-0.0515	0.0059	0.3328	0.6028
64442	1988	Food processing and beverage	-0.0513	0.0361	0.4931	0.9082
10044	1988	Food processing and beverage	-0.0449	0.2786	0.0332	0.4338
59184	1988	Food processing and beverage	-0.0526	0.0002	0.0984	1.1774
38973	1988	Food processing and beverage	-0.0440	0.0002	-0.0569	0.2550
15472	1988	Food processing and beverage	-0.0561	0.0025	0.3090	0.9521
10026	1988	Food processing and beverage	-0.0583	0.0186	0.6362	0.7145
11995	1988	Food processing and beverage	-0.0543	0.0025	-0.0543	0.5080
38608	1988	Food processing and beverage	-0.0561	0.0088	0.0309	0.8483
68938	1988	Food processing and beverage	-0.0642	0.0028	0.0898	0.5614
59248	1988	Food processing and beverage	-0.0670	0.0007	0.1028	1.2960
24539	1988	Food processing and beverage	-0.0620	0.0003	0.3148	0.5011
92100	1988	Food processing and beverage	-0.0716	0.0100	0.3015	0.5829
32870	1988	Food processing and beverage	-0.0687	0.0014	-0.0399	0.7349
19174	1988	Food processing and beverage	-0.0719	0.0020	0.2060	0.6373
11307	1988	Food processing and beverage	-0.0679	0.0080	0.2913	0.0380
66771	1988	Food processing and beverage	-0.0729	0.0070	0.1877	0.9642
36281	1988	Food processing and beverage	-0.0728	0.0033	0.3640	0.4353
69796	1988	Food processing and beverage	-0.0681	0.0062	-0.0086	0.4629
30780	1988	Food processing and beverage	-0.0735	0.0081	0.2806	0.5240
22840	1988	Food processing and beverage	-0.0818	0.0002	0.3191	0.5927
12933	1988	Food processing and beverage	-0.0668	0.0031	-0.0539	0.1756
52090	1988	Food processing and beverage	-0.0784	0.0014	0.1457	0.5509
80785	1988	Food processing and beverage	-0.0829	0.0226	0.2029	1.0106
39328	1988	Food processing and beverage	-0.0795	0.0146	-0.0468	0.9773
10506	1988	Food processing and beverage	-0.1119	0.0809	0.1209	0.1300
13856	1988	Food processing and beverage	-0.0946	0.0001	0.1806	0.7380
58632	1988	Food processing and beverage	-0.0835	0.0108	-0.1016	0.1770
11681	1988	Food processing and beverage	-0.0833	0.1590	0.4391	0.5616
25196	1988	Food processing and beverage	-0.0891	0.0336	-0.1159	0.1868
11677	1988	Food processing and beverage	-0.0992	0.1320	-0.1482	1.0477
79944	1988	Food processing and beverage	-0.1043	0.0629	0.5481	0.7410
17144	1988	Food processing and beverage	-0.1137	0.0004	0.1702	0.8997
10975	1988	Food processing and beverage	-0.1069	0.3269	1.5223	0.9127
65808	1988	Food processing and beverage	-0.1155	0.0094	0.3771	0.7510
25910	1988	Food processing and beverage	-0.1188	0.0014	0.2000	0.4957
31414	1988	Food processing and beverage	-0.1292	0.0049	0.2781	0.3165
72953	1988	Food processing and beverage	-0.1200	0.8052	0.0370	0.7770
53129	1988	Food processing and beverage	-0.1266	0.0013	0.2612	0.3568
19764	1988	Food processing and beverage	-0.1218	0.0166	-0.2251	0.4823
10543	1988	Food processing and beverage	-0.1171	0.4275	0.8001	0.0581
72988	1988	Food processing and beverage	-0.1453	0.0615	0.3337	1.2753
75233	1988	Food processing and beverage	-0.1721	0.0050	-0.0316	0.1247
12044	1988	Food processing and beverage	-0.1885	0.0024	0.0817	0.3797
33232	1988	Food processing and beverage	-0.2327	0.0213	-0.3673	0.4385
11094	1988	Food processing and beverage	-0.1822	0.0327	-0.2167	0.3074
11799	1988	Food processing and beverage	-0.2954	0.5501	-0.7161	0.3471
11609	1988	Food processing and beverage	-0.3195	0.4885	-0.1983	0.9311
13354	1988	Food processing and beverage	-0.4207	0.0004	0.1611	0.7527
11126	1988	Food processing and beverage	-1.0651	0.2670	0.3201	0.9525
11788	1988	Food processing and beverage	-1.2060	0.4558	0.4286	0.4435
11788	1989	Food processing and beverage	2.7018	0.3554	270.1492	1.4652
10543	1989	Food processing and beverage	0.7236	0.6101	-0.6286	1.9524
11609	1989	Food processing and beverage	0.2349	0.5008	-0.2549	0.9659
13354	1989	Food processing and beverage	0.2284	0.0003	-0.0549	0.8643
32256	1989	Food processing and beverage	0.2355	0.0064	0.7817	0.3969
12086	1989	Food processing and beverage	0.1929	0.0619	0.0143	0.5272
85156	1989	Food processing and beverage	0.1180	0.7610	0.0295	0.0122
12933	1989	Food processing and beverage	0.1332	0.0039	-0.2380	0.2647
92100	1989	Food processing and beverage	0.1415	0.0090	0.5848	0.7465
10506	1989	Food processing and beverage	0.0718	0.0455	0.7674	0.0771
11372	1989	Food processing and beverage	0.0754	0.0056	0.5349	0.6019
33583	1989	Food processing and beverage	0.0600	0.2522	0.7159	0.5952
53129	1989	Food processing and beverage	0.0615	0.0014	0.2742	0.4642
65808	1989	Food processing and beverage	0.0600	0.0103	0.1250	0.8602
22569	1989	Food processing and beverage	0.0523	0.0316	0.0000	0.5738
42585	1989	Food processing and beverage	0.0481	0.0050	0.2920	0.6156
11291	1989	Food processing and beverage	0.0559	0.0081	0.6620	0.7586
14816	1989	Food processing and beverage	0.0446	0.0077	0.5421	0.4890
11681	1989	Food processing and beverage	0.0460	0.1744	1.2953	0.7783
63554	1989	Food processing and beverage	0.0374	0.0017	0.5787	0.9578
40707	1989	Food processing and beverage	0.0316	0.0005	0.1208	0.6960
12209	1989	Food processing and beverage	0.0242	0.5043	0.1716	0.6072
64996	1989	Food processing and beverage	0.0214	0.0479	1.0251	0.6100
11051	1989	Food processing and beverage	0.0169	0.0249	0.1753	0.7187
56274	1989	Food processing and beverage	0.0143	0.0002	1.2813	0.3982
23077	1989	Food processing and beverage	0.0094	0.0002	0.0414	0.6236
58632	1989	Food processing and beverage	0.0087	0.0117	0.0202	0.2560
10044	1989	Food processing and beverage	0.0060	0.3525	0.0902	0.5830
89499	1989	Food processing and beverage	0.0031	0.0264	-0.0798	0.5673
19271	1989	Food processing and beverage	0.0033	0.0562	0.7555	0.9682
30780	1989	Food processing and beverage	0.0025	0.0081	0.3507	0.6040
19764	1989	Food processing and beverage	0.0012	0.0204	0.1632	0.6003
29946	1989	Food processing and beverage	-0.0029	0.0010	0.0101	0.3392
15472	1989	Food processing and beverage	-0.0032	0.0023	0.2200	0.9465
11094	1989	Food processing and beverage	-0.0036	0.0563	-0.0442	0.5570
22840	1989	Food processing and beverage	-0.0044	0.0002	0.2710	0.5761
31414	1989	Food processing and beverage	-0.0049	0.0047	0.9777	0.3411
24539	1989	Food processing and beverage	-0.0059	0.0003	0.1269	0.5800
68938	1989	Food processing and beverage	-0.0081	0.0025	0.5475	0.5911
32870	1989	Food processing and beverage	-0.0086	0.0014	0.0534	0.7245
10026	1989	Food processing and beverage	-0.0094	0.0160	0.2951	0.7102
11308	1989	Food processing and beverage	-0.0139	0.0001	0.0857	0.4422
42219	1989	Food processing and beverage	-0.0168	0.0095	0.0282	0.9695
59264	1989	Food processing and beverage	-0.0191	0.0027	0.3185	0.7917
11343	1989	Food processing and beverage	-0.0194	0.0128	0.2569	0.8369
49437	1989	Food processing and beverage	-0.0180	0.0008	0.0064	0.6596
77730	1989	Food processing and beverage	-0.0464	0.0011	0.7840	1.5243
62958	1989	Food processing and beverage	-0.0250	0.0053	0.0511	0.7293
52090	1989	Food processing and beverage	-0.0291	0.0013	0.0930	0.6547
56602	1989	Food processing and beverage	-0.0288	0.0222	0.8062	1.0107
38973	1989	Food processing and beverage	-0.0312	0.0003	0.1288	0.3914
10989	1989	Food processing and beverage	-0.0335	0.0003	0.1009	0.8895
26825	1989	Food processing and beverage	-0.0339	0.0003	0.1132	1.0014
11874	1989	Food processing and beverage	-0.0344	0.0031	0.1916	0.6082
14955	1989	Food processing and beverage	-0.0357	0.0007	0.2236	0.5319
59619	1989	Food processing and beverage	-0.0397	0.0025	0.3068	0.7174
10704	1989	Food processing and beverage	-0.0418	0.0180	1.2678	0.8639
28353	1989	Food processing and beverage	-0.0399	0.0002	0.1922	0.6721
16600	1989	Food processing and beverage	-0.0398	0.0006	0.1855	0.6519
11677	1989	Food processing and beverage	-0.0398	0.1127	-0.0470	0.9553
16571	1989	Food processing and beverage	-0.0433	0.0002	0.0693	0.6152
88381	1989	Food processing and beverage	-0.0446	0.0193	0.1327	0.7808
11307	1989	Food processing and beverage	-0.0433	0.0083	0.0784	0.0447
80785	1989	Food processing and beverage	-0.0459	0.0194	0.3246	1.0170
59184	1989	Food processing and beverage	-0.0535	0.0001	0.0742	1.2923
25910	1989	Food processing and beverage	-0.0498	0.0014	0.1173	0.4769
19174	1989	Food processing and beverage	-0.0468	0.0019	0.0501	0.5776
34367	1989	Food processing and beverage	-0.0523	0.0083	0.0689	0.4649
66771	1989	Food processing and beverage	-0.0527	0.0065	0.2524	1.0801
10662	1989	Food processing and beverage	-0.0550	0.0092	0.3486	0.5330
48531	1989	Food processing and beverage	-0.0514	0.0039	0.0922	1.0600
37640	1989	Food processing and beverage	-0.0513	0.0090	0.5924	1.0453
15077	1989	Food processing and beverage	-0.0527	0.0017	0.1001	0.5814
13856	1989	Food processing and beverage	-0.0655	0.0001	0.2119	0.7021
25320	1989	Food processing and beverage	-0.0583	0.0003	0.2451	0.7045
10975	1989	Food processing and beverage	-0.0559	0.3908	-0.0483	1.1036
38608	1989	Food processing and beverage	-0.0581	0.0089	-0.0116	0.8898
85893	1989	Food processing and beverage	-0.0612	0.0380	0.5371	0.8250
70500	1989	Food processing and beverage	-0.0597	0.0002	0.0004	0.4181
57315	1989	Food processing and beverage	-0.0688	0.3085	1.4598	1.1506
30614	1989	Food processing and beverage	-0.0616	0.0588	0.3348	0.5422
88445	1989	Food processing and beverage	-0.0731	0.0343	0.7062	0.8998
39328	1989	Food processing and beverage	-0.0588	0.0146	0.1221	1.0343
70965	1989	Food processing and beverage	-0.0683	0.0034	0.6899	0.7531
50112	1989	Food processing and beverage	-0.0700	0.0024	-0.0847	0.9096
59248	1989	Food processing and beverage	-0.0699	0.0006	0.1854	1.2541
10516	1989	Food processing and beverage	-0.0752	0.0002	0.3287	0.7462
75233	1989	Food processing and beverage	-0.0792	0.0046	0.3887	0.1307
75315	1989	Food processing and beverage	-0.0927	0.1956	0.0870	0.8443
69796	1989	Food processing and beverage	-0.0814	0.0072	0.0539	0.5447
11622	1989	Food processing and beverage	-0.0813	0.1042	0.3047	0.5847
47109	1989	Food processing and beverage	-0.0834	0.0721	0.2586	0.8805
12044	1989	Food processing and beverage	-0.0841	0.0025	0.0513	0.4243
36281	1989	Food processing and beverage	-0.0924	0.0032	0.2903	0.6231
17144	1989	Food processing and beverage	-0.0933	0.0003	0.3274	0.9983
10847	1989	Food processing and beverage	-0.1000	0.4568	0.3792	0.1028
70923	1989	Food processing and beverage	-0.0932	0.0066	0.5078	0.8464
11353	1989	Food processing and beverage	-0.0918	0.0081	0.5204	0.4144
41515	1989	Food processing and beverage	-0.0927	0.0021	0.9892	0.2377
79944	1989	Food processing and beverage	-0.0910	0.0640	-0.1266	0.7755
11805	1989	Food processing and beverage	-0.1088	0.3724	1.0486	0.6946
11582	1989	Food processing and beverage	-0.0865	0.3896	1.4623	0.5279
72988	1989	Food processing and beverage	-0.0954	0.0594	-0.1271	1.1196
10905	1989	Food processing and beverage	-0.1104	0.1330	0.7174	1.0391
11995	1989	Food processing and beverage	-0.1160	0.0025	0.2108	0.5897
75682	1989	Food processing and beverage	-0.1261	0.4093	0.0098	1.1187
11799	1989	Food processing and beverage	-0.1267	0.5507	-0.0931	0.3524
49736	1989	Food processing and beverage	-0.2121	0.0094	0.8306	1.6956
64442	1989	Food processing and beverage	-0.1291	0.0320	0.0341	0.8346
28223	1989	Food processing and beverage	-0.1756	0.1373	2.0726	0.2529
62042	1989	Food processing and beverage	-0.2138	0.0071	-0.1939	0.5373
73542	1989	Food processing and beverage	-0.2454	0.0450	-0.6422	0.2493
54093	1989	Food processing and beverage	-0.6518	0.1138	0.6098	0.1867
10975	1990	Food processing and beverage	0.2906	0.3948	0.3815	1.2736
54093	1990	Food processing and beverage	0.2106	0.0431	0.9069	0.0899
76053	1990	Food processing and beverage	0.1437	0.5770	0.3210	0.3104
92100	1990	Food processing and beverage	0.1383	0.0062	-0.1290	0.6053
76056	1990	Food processing and beverage	0.0533	0.3101	-0.0635	0.0257
15472	1990	Food processing and beverage	0.0779	0.0020	0.2460	0.9168
85893	1990	Food processing and beverage	0.0725	0.0355	0.8222	0.8587
70923	1990	Food processing and beverage	0.0497	0.0061	1.6356	0.9286
57315	1990	Food processing and beverage	0.0409	0.2366	0.4105	0.9193
11874	1990	Food processing and beverage	0.0454	0.0030	0.0034	0.6457
68938	1990	Food processing and beverage	0.0404	0.0021	0.2433	0.5567
22569	1990	Food processing and beverage	0.0442	0.0248	0.0352	0.6115
59264	1990	Food processing and beverage	0.0383	0.0021	0.2678	0.7399
65808	1990	Food processing and beverage	0.0373	0.0089	0.0001	0.8155
75682	1990	Food processing and beverage	0.0270	0.3467	0.9788	0.9636
12209	1990	Food processing and beverage	0.0269	0.5280	0.2686	0.6563
75233	1990	Food processing and beverage	0.0447	0.0042	4.3728	0.4052
11622	1990	Food processing and beverage	0.0249	0.1055	1.0033	0.7695
11805	1990	Food processing and beverage	0.0199	0.2887	1.1147	0.5947
30614	1990	Food processing and beverage	0.0147	0.0579	0.3520	0.5743
16600	1990	Food processing and beverage	0.0149	0.0006	0.1706	0.7296
30780	1990	Food processing and beverage	0.0132	0.0072	0.6957	0.6811
32870	1990	Food processing and beverage	0.0112	0.0014	0.5022	0.7065
42585	1990	Food processing and beverage	0.0073	0.0044	0.1263	0.6081
33583	1990	Food processing and beverage	0.0073	0.2287	0.9081	0.7658
11291	1990	Food processing and beverage	0.0061	0.0054	1.9408	1.0309
14955	1990	Food processing and beverage	0.0026	0.0006	0.2764	0.6703
13354	1990	Food processing and beverage	0.0023	0.0003	-0.0415	0.9671
70965	1990	Food processing and beverage	0.0005	0.0034	0.1905	1.0315
29946	1990	Food processing and beverage	0.0002	0.0010	0.0931	0.3775
58632	1990	Food processing and beverage	-0.0002	0.0109	0.2091	0.2646
10989	1990	Food processing and beverage	-0.0010	0.0003	0.1621	0.9087
31414	1990	Food processing and beverage	-0.0014	0.0041	-0.1434	0.3099
11307	1990	Food processing and beverage	-0.0032	0.0087	0.0592	0.0574
19271	1990	Food processing and beverage	-0.0057	0.0451	0.5774	0.8689
15077	1990	Food processing and beverage	-0.0064	0.0016	0.1496	0.5983
10662	1990	Food processing and beverage	-0.0075	0.0074	0.0495	0.5883
11788	1990	Food processing and beverage	-0.0086	0.0662	0.0986	0.2831
22840	1990	Food processing and beverage	-0.0106	0.0002	-0.0336	0.5537
14816	1990	Food processing and beverage	-0.0113	0.0073	0.0889	0.4986
11799	1990	Food processing and beverage	-0.0122	0.5074	-0.4667	0.3308
12044	1990	Food processing and beverage	-0.0132	0.0025	-0.0829	0.4187
42219	1990	Food processing and beverage	-0.0149	0.0088	0.0565	1.0036
16571	1990	Food processing and beverage	-0.0158	0.0002	0.0130	0.6236
72988	1990	Food processing and beverage	-0.0194	0.0693	-0.3019	0.9176
38973	1990	Food processing and beverage	-0.0186	0.0003	-0.2218	0.2649
36281	1990	Food processing and beverage	-0.0231	0.0027	0.0886	0.6194
10516	1990	Food processing and beverage	-0.0237	0.0002	-0.0625	0.8412
62042	1990	Food processing and beverage	-0.0239	0.0104	0.1391	0.9303
11308	1990	Food processing and beverage	-0.0253	0.0001	0.1593	0.4571
66771	1990	Food processing and beverage	-0.0257	0.0056	0.0386	1.0350
49437	1990	Food processing and beverage	-0.0254	0.0009	-0.0193	0.7957
11681	1990	Food processing and beverage	-0.0288	0.1469	-0.0896	0.6822
88381	1990	Food processing and beverage	-0.0329	0.0174	0.0644	0.8102
17144	1990	Food processing and beverage	-0.0335	0.0003	0.2232	1.0145
11353	1990	Food processing and beverage	-0.0330	0.0083	0.4121	0.4620
25910	1990	Food processing and beverage	-0.0346	0.0013	0.0585	0.4625
64996	1990	Food processing and beverage	-0.0359	0.0451	0.3661	0.6666
63554	1990	Food processing and beverage	-0.0387	0.0013	0.2338	0.8385
23077	1990	Food processing and beverage	-0.0422	0.0002	0.1283	0.6160
10044	1990	Food processing and beverage	-0.0444	0.3219	0.2293	0.6112
76047	1990	Food processing and beverage	-0.0371	0.5992	0.2825	0.5051
69796	1990	Food processing and beverage	-0.0424	0.0072	0.1189	0.5709
28353	1990	Food processing and beverage	-0.0424	0.0002	0.0995	0.7198
26825	1990	Food processing and beverage	-0.0447	0.0003	0.1519	1.0831
19174	1990	Food processing and beverage	-0.0409	0.0020	0.0551	0.6391
10905	1990	Food processing and beverage	-0.0651	0.1190	0.1868	1.9063
50112	1990	Food processing and beverage	-0.0481	0.0024	-0.0038	0.9753
11372	1990	Food processing and beverage	-0.0579	0.0040	1.3119	0.8046
59619	1990	Food processing and beverage	-0.0514	0.0020	0.0226	0.6628
25320	1990	Food processing and beverage	-0.0496	0.0003	0.1265	0.6955
34367	1990	Food processing and beverage	-0.0529	0.0072	0.0021	0.4529
13856	1990	Food processing and beverage	-0.0538	0.0001	0.1861	0.5935
52090	1990	Food processing and beverage	-0.0535	0.0012	0.0644	0.6436
32256	1990	Food processing and beverage	-0.0504	0.0052	0.2016	0.2803
70500	1990	Food processing and beverage	-0.0541	0.0002	0.0345	0.4431
11094	1990	Food processing and beverage	-0.0509	0.0564	0.1572	0.5635
38608	1990	Food processing and beverage	-0.0551	0.0088	0.0022	0.9301
11343	1990	Food processing and beverage	-0.0568	0.0123	-0.0953	0.9476
64442	1990	Food processing and beverage	-0.0607	0.0363	0.1335	0.9877
37640	1990	Food processing and beverage	-0.0609	0.0086	1.5639	0.9823
59184	1990	Food processing and beverage	-0.0626	0.0001	0.1546	1.1098
24539	1990	Food processing and beverage	-0.0641	0.0003	-0.1140	0.5418
12282	1990	Food processing and beverage	-0.0757	0.0076	0.3113	1.0937
48531	1990	Food processing and beverage	-0.0722	0.0036	0.0474	1.0916
10704	1990	Food processing and beverage	-0.0848	0.0141	0.1407	0.9340
11677	1990	Food processing and beverage	-0.0742	0.1172	0.0409	1.0565
10506	1990	Food processing and beverage	-0.0724	0.0469	-0.1955	0.1050
56274	1990	Food processing and beverage	-0.1111	0.0002	1.0646	0.5704
88445	1990	Food processing and beverage	-0.0798	0.0254	0.0272	0.7680
12226	1990	Food processing and beverage	-0.0791	0.0096	-0.0561	1.0476
12086	1990	Food processing and beverage	-0.0804	0.0569	0.4044	0.4993
11995	1990	Food processing and beverage	-0.0862	0.0022	0.1174	0.5361
59248	1990	Food processing and beverage	-0.0929	0.0007	0.0581	1.4641
40707	1990	Food processing and beverage	-0.0930	0.0004	0.1394	0.7077
89499	1990	Food processing and beverage	-0.0931	0.0249	0.3225	0.5519
77730	1990	Food processing and beverage	-0.0958	0.0004	0.8108	0.5794
39328	1990	Food processing and beverage	-0.0978	0.0164	-0.0657	1.1728
56602	1990	Food processing and beverage	-0.1026	0.0212	-0.0007	1.0761
62958	1990	Food processing and beverage	-0.1020	0.0052	0.1948	0.7432
10026	1990	Food processing and beverage	-0.1141	0.0150	0.1367	0.8359
49736	1990	Food processing and beverage	-0.1170	0.0040	0.4444	0.5646
11051	1990	Food processing and beverage	-0.1606	0.0235	0.9677	0.8302
80785	1990	Food processing and beverage	-0.1605	0.0191	0.2448	1.1860
53129	1990	Food processing and beverage	-0.1609	0.0012	0.1665	0.4339
10847	1990	Food processing and beverage	-0.1973	0.3674	-0.0664	0.1356
12933	1990	Food processing and beverage	-0.2777	0.0041	0.6005	0.3047
79944	1990	Food processing and beverage	-0.2318	0.0696	-0.2304	0.7784
41515	1990	Food processing and beverage	-0.2997	0.0022	-0.1773	0.3643
85156	1990	Food processing and beverage	-0.3025	1.0504	0.1481	0.0063
73542	1990	Food processing and beverage	0.0000	0.0000	0.4137	0.0000
28223	1990	Food processing and beverage	-0.4786	0.1419	0.1444	0.0737
85156	1991	Food processing and beverage	0.2302	1.1628	-0.1062	0.0000
76314	1991	Food processing and beverage	0.1549	0.1103	-0.1658	0.6017
10847	1991	Food processing and beverage	0.1480	0.3261	0.2375	0.1464
76056	1991	Food processing and beverage	0.0678	0.7369	-0.1918	0.0685
41515	1991	Food processing and beverage	0.0785	0.0023	2.2274	0.2013
28223	1991	Food processing and beverage	0.1365	0.4983	-0.6609	0.3398
36281	1991	Food processing and beverage	0.0716	0.0024	1.0202	0.5779
19271	1991	Food processing and beverage	0.0639	0.0403	0.3617	0.8709
22569	1991	Food processing and beverage	0.0692	0.0203	0.0095	0.5838
62958	1991	Food processing and beverage	0.0428	0.0052	-0.1279	0.8199
11805	1991	Food processing and beverage	0.0398	0.2569	-0.3745	0.4996
29946	1991	Food processing and beverage	0.0223	0.0009	0.1184	0.4137
11353	1991	Food processing and beverage	0.0226	0.0080	0.0006	0.4602
59619	1991	Food processing and beverage	0.0200	0.0018	-0.0193	0.7165
30780	1991	Food processing and beverage	0.0197	0.0056	0.2709	0.7418
11291	1991	Food processing and beverage	0.0156	0.0033	-0.0251	0.7919
40707	1991	Food processing and beverage	0.0144	0.0004	0.0832	0.8008
10506	1991	Food processing and beverage	0.0132	0.0505	0.5993	0.1178
14955	1991	Food processing and beverage	0.0137	0.0005	0.1564	0.6798
53129	1991	Food processing and beverage	0.0046	0.0012	0.1269	0.4014
25910	1991	Food processing and beverage	0.0034	0.0012	0.1023	0.4492
15077	1991	Food processing and beverage	0.0008	0.0016	0.2182	0.6523
92100	1991	Food processing and beverage	-0.0058	0.0049	0.1041	0.6022
10905	1991	Food processing and beverage	-0.0101	0.0611	-0.0067	1.0015
69796	1991	Food processing and beverage	-0.0105	0.0070	-0.0275	0.5702
10044	1991	Food processing and beverage	-0.0120	0.2793	0.1986	0.7509
31414	1991	Food processing and beverage	-0.0110	0.0044	-0.0972	0.2481
54093	1991	Food processing and beverage	-0.0125	0.0482	0.2212	0.1033
10704	1991	Food processing and beverage	-0.0177	0.0107	0.7142	1.3021
52090	1991	Food processing and beverage	-0.0178	0.0011	0.1138	0.6392
15472	1991	Food processing and beverage	-0.0202	0.0018	0.0584	0.8631
12226	1991	Food processing and beverage	-0.0202	0.0098	0.0100	1.1338
56274	1991	Food processing and beverage	-0.0203	0.0001	0.1914	0.3571
77730	1991	Food processing and beverage	-0.0220	0.0004	0.0373	0.6705
70965	1991	Food processing and beverage	-0.0239	0.0026	0.1896	0.9479
