id	year	group	 NDA 	 A_inverse 	 REV_REC_diff 	PPE
32256	1970	Food processing and beverage	0.4638	0.0176	0.3061	0.2826
10516	1970	Food processing and beverage	0.2037	0.0069	0.9785	0.7095
46252	1970	Food processing and beverage	0.1962	0.0106	0.2236	0.6735
49736	1970	Food processing and beverage	0.1904	0.0391	0.2702	0.8397
24539	1970	Food processing and beverage	0.1133	0.0034	0.0945	0.8803
13856	1970	Food processing and beverage	0.0853	0.0018	0.3220	0.7659
27158	1970	Food processing and beverage	0.0677	0.0058	0.8163	0.7511
14955	1970	Food processing and beverage	0.0901	0.0021	4.3434	1.0241
13901	1970	Food processing and beverage	0.0599	0.0010	0.2722	0.4036
36281	1970	Food processing and beverage	0.0537	0.0227	0.3112	0.4782
22840	1970	Food processing and beverage	0.0494	0.0015	0.0207	0.5123
36329	1970	Food processing and beverage	0.0507	0.0375	0.3061	0.8226
42219	1970	Food processing and beverage	0.0467	0.0325	0.2296	0.7285
16600	1970	Food processing and beverage	0.0430	0.0049	0.1667	0.6978
29946	1970	Food processing and beverage	0.0417	0.0058	0.0266	0.2680
38324	1970	Food processing and beverage	0.0419	0.0046	0.2115	0.7200
34892	1970	Food processing and beverage	0.0400	0.0376	0.0012	0.6566
13311	1970	Food processing and beverage	0.0385	0.0021	0.3322	0.9376
49023	1970	Food processing and beverage	0.0415	0.0504	-0.1459	0.6157
27510	1970	Food processing and beverage	0.0501	0.0263	0.4955	1.3185
39853	1970	Food processing and beverage	0.0405	0.0142	0.0809	0.6956
23077	1970	Food processing and beverage	0.0353	0.0015	0.1520	0.6047
19940	1970	Food processing and beverage	0.0281	0.0020	0.0361	0.4829
14816	1970	Food processing and beverage	0.0265	0.0494	0.1055	0.7806
40707	1970	Food processing and beverage	0.0274	0.0022	-0.0027	0.6938
45081	1970	Food processing and beverage	0.0263	0.0035	0.1546	1.1609
41582	1970	Food processing and beverage	0.0280	0.0111	2.8160	0.6596
35756	1970	Food processing and beverage	0.0174	0.0276	0.4145	1.1263
17670	1970	Food processing and beverage	0.0156	0.0170	-0.0186	0.2303
14533	1970	Food processing and beverage	0.0145	0.0018	0.1157	0.7258
17953	1970	Food processing and beverage	0.0142	0.0016	0.4102	0.6764
33013	1970	Food processing and beverage	0.0129	0.0170	-0.1452	0.6127
17144	1970	Food processing and beverage	0.0138	0.0015	0.1396	0.7201
39247	1970	Food processing and beverage	0.0129	0.0272	-0.0097	0.4623
49031	1970	Food processing and beverage	0.0135	0.0507	1.0030	1.1620
30365	1970	Food processing and beverage	0.0118	0.0020	0.1799	0.6253
38922	1970	Food processing and beverage	0.0098	0.0404	0.0888	0.2812
16109	1970	Food processing and beverage	0.0039	0.0007	0.1777	0.6921
33232	1970	Food processing and beverage	-0.0004	0.0480	0.0278	0.3293
26825	1970	Food processing and beverage	-0.0026	0.0032	0.2515	0.8985
10989	1970	Food processing and beverage	-0.0033	0.0011	0.1732	0.8948
49437	1970	Food processing and beverage	-0.0035	0.0058	3.4535	0.6665
25320	1970	Food processing and beverage	-0.0050	0.0018	0.1230	0.9698
15077	1970	Food processing and beverage	-0.0060	0.0145	0.2441	0.5110
19174	1970	Food processing and beverage	-0.0055	0.0030	-0.0922	0.2831
12044	1970	Food processing and beverage	-0.0077	0.0062	0.1560	0.2978
28353	1970	Food processing and beverage	-0.0091	0.0015	0.2754	0.8090
11308	1970	Food processing and beverage	-0.0101	0.0011	0.2867	0.8129
25910	1970	Food processing and beverage	-0.0133	0.0081	0.3935	0.6375
35246	1970	Food processing and beverage	-0.0155	0.1007	0.1465	0.8123
47562	1970	Food processing and beverage	-0.0145	0.0065	0.1062	0.4930
10225	1970	Food processing and beverage	-0.0163	0.0007	0.0488	0.4042
39263	1970	Food processing and beverage	-0.0178	0.0066	0.0140	1.2121
17267	1970	Food processing and beverage	-0.0175	0.0028	0.1567	0.7948
16360	1970	Food processing and beverage	-0.0181	0.0029	0.0601	0.8405
22429	1970	Food processing and beverage	-0.0180	0.0051	0.1658	0.6814
13354	1970	Food processing and beverage	-0.0232	0.0011	-0.0283	0.6580
22277	1970	Food processing and beverage	-0.0236	0.0030	0.5184	0.4384
46447	1970	Food processing and beverage	-0.0253	0.0014	0.0820	0.4824
11498	1970	Food processing and beverage	-0.0269	0.0223	0.1059	0.3659
15472	1970	Food processing and beverage	-0.0285	0.0076	0.0793	0.8301
10479	1970	Food processing and beverage	-0.0278	0.0033	0.1120	0.9214
12837	1970	Food processing and beverage	-0.0317	0.0018	0.0743	0.2299
21303	1970	Food processing and beverage	-0.0363	0.0240	0.5284	0.7048
27481	1970	Food processing and beverage	-0.0329	0.0164	0.0637	1.2824
12730	1970	Food processing and beverage	-0.0346	0.0010	0.1793	0.7999
12271	1970	Food processing and beverage	-0.0357	0.0185	-0.0021	0.7792
43609	1970	Food processing and beverage	-0.0388	0.0069	0.3645	0.6437
11658	1970	Food processing and beverage	-0.0425	0.0018	0.1722	0.6169
34454	1970	Food processing and beverage	-0.0731	0.1501	2.5297	2.9086
40512	1970	Food processing and beverage	-0.0472	0.0671	0.7835	0.7955
14218	1970	Food processing and beverage	-0.0459	0.0006	0.1462	0.5830
22648	1970	Food processing and beverage	-0.0528	0.0449	0.4189	0.5510
24555	1970	Food processing and beverage	-0.0503	0.0137	0.2233	0.9926
20407	1970	Food processing and beverage	-0.0494	0.0059	0.0416	0.7237
42585	1970	Food processing and beverage	-0.0498	0.0363	0.1319	0.5096
32870	1970	Food processing and beverage	-0.0544	0.0086	0.6750	0.7597
31958	1970	Food processing and beverage	-0.0525	0.0338	0.2858	0.5413
19764	1970	Food processing and beverage	-0.0556	0.0196	0.0625	0.8288
37751	1970	Food processing and beverage	-0.0620	0.0129	0.0977	0.7647
19713	1970	Food processing and beverage	-0.0790	0.0013	-0.0524	0.9209
26526	1970	Food processing and beverage	-0.0783	0.0090	0.2073	0.9828
32520	1970	Food processing and beverage	-0.0768	0.2258	0.0152	0.6543
19756	1970	Food processing and beverage	-0.0790	0.0038	0.0099	0.5140
16571	1970	Food processing and beverage	-0.0914	0.0009	0.0645	0.6812
22920	1970	Food processing and beverage	-0.0896	0.0210	0.2376	0.6243
42315	1970	Food processing and beverage	-0.0888	0.0395	0.1562	0.9173
45567	1970	Food processing and beverage	-0.0839	0.0035	0.1365	0.2969
41291	1970	Food processing and beverage	-0.0951	0.1491	-0.0474	0.3318
15843	1970	Food processing and beverage	-0.0976	0.0109	0.0365	1.4296
29735	1970	Food processing and beverage	-0.0983	0.0292	3.5886	0.1856
34139	1970	Food processing and beverage	-0.1307	0.0582	0.1966	0.9901
19887	1970	Food processing and beverage	-0.1386	0.0099	0.1826	0.8899
10727	1970	Food processing and beverage	-0.1469	0.0275	-0.1981	0.4782
19174	1971	Food processing and beverage	0.2484	0.0040	1.4683	0.5260
49023	1971	Food processing and beverage	0.1967	0.0409	4.5824	0.6679
21303	1971	Food processing and beverage	0.1489	0.0200	0.1716	0.7597
33232	1971	Food processing and beverage	0.1141	0.0534	0.2357	0.1562
34454	1971	Food processing and beverage	0.1122	0.0620	-0.0719	1.2038
29946	1971	Food processing and beverage	0.1024	0.0055	0.0938	0.2915
42630	1971	Food processing and beverage	0.0885	0.0756	0.0641	0.2644
19940	1971	Food processing and beverage	0.0894	0.0018	-0.0167	0.4934
39853	1971	Food processing and beverage	0.0898	0.0105	0.2253	0.5581
34139	1971	Food processing and beverage	0.0584	0.0540	0.2168	0.9583
14816	1971	Food processing and beverage	0.0535	0.0496	0.0616	0.8035
25910	1971	Food processing and beverage	0.0498	0.0070	0.1455	0.6426
13901	1971	Food processing and beverage	0.0474	0.0008	0.2158	0.3607
28353	1971	Food processing and beverage	0.0449	0.0013	0.2184	0.7939
38324	1971	Food processing and beverage	0.0430	0.0042	0.1108	0.7066
45567	1971	Food processing and beverage	0.0414	0.0043	0.2279	0.3274
17670	1971	Food processing and beverage	0.0389	0.0160	-0.0005	0.2678
12837	1971	Food processing and beverage	0.0370	0.0018	0.1153	0.2651
13311	1971	Food processing and beverage	0.0375	0.0020	0.4292	0.9819
31958	1971	Food processing and beverage	0.0308	0.0334	0.0329	0.5184
10479	1971	Food processing and beverage	0.0197	0.0034	0.4177	0.9975
50833	1971	Food processing and beverage	0.0188	0.1139	0.1568	0.6596
11658	1971	Food processing and beverage	0.0185	0.0018	0.0958	0.6359
38922	1971	Food processing and beverage	0.0182	0.0407	0.1241	0.3094
27158	1971	Food processing and beverage	0.0160	0.0050	0.3536	0.7199
19756	1971	Food processing and beverage	0.0151	0.0037	0.0724	0.5109
25320	1971	Food processing and beverage	0.0149	0.0017	0.0813	0.9608
35756	1971	Food processing and beverage	0.0135	0.0260	0.0266	1.0814
46447	1971	Food processing and beverage	0.0133	0.0013	0.0260	0.5092
29735	1971	Food processing and beverage	0.0143	0.0293	0.2977	0.3055
40707	1971	Food processing and beverage	0.0113	0.0020	0.0627	0.7244
43609	1971	Food processing and beverage	0.0096	0.0065	0.2344	0.6471
23106	1971	Food processing and beverage	0.0070	0.0038	-0.0324	0.7743
27510	1971	Food processing and beverage	0.0072	0.0151	1.3438	0.9118
12271	1971	Food processing and beverage	0.0039	0.0185	0.0171	0.7814
24539	1971	Food processing and beverage	0.0027	0.0026	0.2143	0.7505
22648	1971	Food processing and beverage	0.0022	0.0394	0.2382	0.5313
16109	1971	Food processing and beverage	0.0012	0.0007	0.0950	0.6987
30365	1971	Food processing and beverage	-0.0004	0.0019	0.1754	0.6013
34892	1971	Food processing and beverage	-0.0018	0.0338	-0.0229	0.6597
12730	1971	Food processing and beverage	-0.0034	0.0010	0.2098	0.8105
23077	1971	Food processing and beverage	-0.0043	0.0013	0.2532	0.5666
42315	1971	Food processing and beverage	-0.0060	0.0400	-0.2835	0.9652
22920	1971	Food processing and beverage	-0.0080	0.0205	0.2898	0.6371
41291	1971	Food processing and beverage	-0.0091	0.1561	0.0834	0.3635
17953	1971	Food processing and beverage	-0.0119	0.0013	0.9198	0.7246
39263	1971	Food processing and beverage	-0.0121	0.0056	0.1836	1.2188
16600	1971	Food processing and beverage	-0.0146	0.0046	0.2615	0.7541
10516	1971	Food processing and beverage	-0.0157	0.0048	1.5798	0.5375
37751	1971	Food processing and beverage	-0.0179	0.0138	0.1395	1.0872
19860	1971	Food processing and beverage	-0.0157	0.0084	0.1096	0.7942
50729	1971	Food processing and beverage	-0.0156	0.0100	0.1197	0.7391
32256	1971	Food processing and beverage	-0.0166	0.0101	0.0869	0.1671
22840	1971	Food processing and beverage	-0.0174	0.0014	0.0432	0.5232
49031	1971	Food processing and beverage	-0.0200	0.0415	0.2448	1.1859
49736	1971	Food processing and beverage	-0.0209	0.0274	-0.2217	0.9139
17267	1971	Food processing and beverage	-0.0194	0.0026	0.1395	0.7298
33013	1971	Food processing and beverage	-0.0214	0.0172	-0.3307	0.6294
11308	1971	Food processing and beverage	-0.0238	0.0010	0.1227	0.7578
15472	1971	Food processing and beverage	-0.0248	0.0072	0.0830	0.9424
39247	1971	Food processing and beverage	-0.0239	0.0265	0.0801	0.4849
16571	1971	Food processing and beverage	-0.0246	0.0008	0.2250	0.6488
14955	1971	Food processing and beverage	-0.0240	0.0009	0.0469	0.4296
15077	1971	Food processing and beverage	-0.0267	0.0134	0.1058	0.5319
26710	1971	Food processing and beverage	-0.0281	0.0009	0.0581	0.2717
14218	1971	Food processing and beverage	-0.0291	0.0005	0.0235	0.5799
13856	1971	Food processing and beverage	-0.0303	0.0013	0.1355	0.6199
22429	1971	Food processing and beverage	-0.0317	0.0050	-0.0452	0.6698
26825	1971	Food processing and beverage	-0.0356	0.0029	0.1939	0.8736
24555	1971	Food processing and beverage	-0.0348	0.0132	-0.0256	0.9811
19887	1971	Food processing and beverage	-0.0353	0.0112	-0.0377	1.0166
40512	1971	Food processing and beverage	-0.0370	0.0567	0.4036	0.7722
10989	1971	Food processing and beverage	-0.0365	0.0010	0.1192	0.8690
13354	1971	Food processing and beverage	-0.0382	0.0011	0.0394	0.6990
16360	1971	Food processing and beverage	-0.0401	0.0027	0.0237	0.8357
42323	1971	Food processing and beverage	-0.0408	0.0103	0.1050	0.6679
41582	1971	Food processing and beverage	-0.0416	0.0079	0.2583	0.5288
47562	1971	Food processing and beverage	-0.0449	0.0061	0.2880	0.6555
32870	1971	Food processing and beverage	-0.0473	0.0077	-0.0694	0.7510
26526	1971	Food processing and beverage	-0.0445	0.0087	0.1629	1.0153
17144	1971	Food processing and beverage	-0.0477	0.0013	0.2920	0.6861
35246	1971	Food processing and beverage	-0.0550	0.0717	0.5573	0.8481
19713	1971	Food processing and beverage	-0.0499	0.0012	-0.0957	0.8313
15843	1971	Food processing and beverage	-0.0488	0.0110	0.1713	1.4482
49437	1971	Food processing and beverage	-0.0547	0.0054	0.0487	0.6520
14533	1971	Food processing and beverage	-0.0544	0.0016	0.0827	0.7104
10225	1971	Food processing and beverage	-0.0523	0.0005	0.0989	0.3275
50112	1971	Food processing and beverage	-0.0573	0.0128	0.2271	0.8440
42219	1971	Food processing and beverage	-0.0572	0.0293	0.1277	0.7064
16619	1971	Food processing and beverage	-0.0582	0.0162	0.2507	0.9848
27481	1971	Food processing and beverage	-0.0608	0.0171	0.0208	1.3735
46252	1971	Food processing and beverage	-0.0610	0.0077	3.2452	0.5279
45081	1971	Food processing and beverage	-0.0697	0.0030	0.1989	1.1238
12044	1971	Food processing and beverage	-0.0742	0.0061	0.0488	0.3295
20407	1971	Food processing and beverage	-0.0773	0.0060	0.1107	0.7096
11498	1971	Food processing and beverage	-0.0824	0.0219	-0.1999	0.3769
36281	1971	Food processing and beverage	-0.1019	0.0199	0.1499	0.4308
42585	1971	Food processing and beverage	-0.1191	0.0362	0.1797	0.5872
22277	1971	Food processing and beverage	-0.1228	0.0029	0.0296	0.4180
32520	1971	Food processing and beverage	-0.1419	0.2289	0.0447	0.7500
19764	1971	Food processing and beverage	-0.1242	0.0212	-0.0228	0.9102
10727	1971	Food processing and beverage	-0.1428	0.0322	-0.0475	0.5580
36281	1972	Food processing and beverage	0.3571	0.0216	1.0132	0.4800
49023	1972	Food processing and beverage	0.2112	0.0318	3.6625	0.5877
38922	1972	Food processing and beverage	0.2235	0.0362	1.4951	0.3644
51465	1972	Food processing and beverage	0.1812	0.0169	0.3670	0.8776
22920	1972	Food processing and beverage	0.1643	0.0204	0.2020	0.6756
33232	1972	Food processing and beverage	0.1828	0.0482	0.1693	0.4975
46252	1972	Food processing and beverage	0.1477	0.0077	2.4600	0.5663
27158	1972	Food processing and beverage	0.1492	0.0045	0.7667	0.8349
53129	1972	Food processing and beverage	0.1055	0.0051	0.3758	0.5377
26710	1972	Food processing and beverage	0.0968	0.0009	0.0230	0.2394
29735	1972	Food processing and beverage	0.0763	0.0223	3.0865	0.3004
22277	1972	Food processing and beverage	0.0736	0.0030	-0.1230	0.4187
24539	1972	Food processing and beverage	0.0717	0.0024	0.1849	0.8007
53989	1972	Food processing and beverage	0.0755	0.0762	0.6852	0.4653
13901	1972	Food processing and beverage	0.0603	0.0007	0.1468	0.4290
33013	1972	Food processing and beverage	0.0476	0.0173	0.7196	0.6460
15077	1972	Food processing and beverage	0.0357	0.0127	-0.0100	0.5644
17144	1972	Food processing and beverage	0.0357	0.0012	0.3735	0.6461
29946	1972	Food processing and beverage	0.0308	0.0044	0.0774	0.2486
14218	1972	Food processing and beverage	0.0328	0.0005	0.1011	0.7339
17267	1972	Food processing and beverage	0.0270	0.0025	-0.0121	0.7034
43609	1972	Food processing and beverage	0.0247	0.0060	0.4679	0.6539
31958	1972	Food processing and beverage	0.0255	0.0340	1.2093	0.6211
41291	1972	Food processing and beverage	0.0254	0.1486	0.0657	0.3818
10516	1972	Food processing and beverage	0.0228	0.0044	0.0871	0.5824
50729	1972	Food processing and beverage	0.0194	0.0093	0.5664	0.7361
13311	1972	Food processing and beverage	0.0197	0.0016	0.2203	0.8887
42585	1972	Food processing and beverage	0.0183	0.0337	0.6455	0.7446
14533	1972	Food processing and beverage	0.0169	0.0014	0.1455	0.6569
19756	1972	Food processing and beverage	0.0172	0.0037	0.1219	0.5046
17953	1972	Food processing and beverage	0.0156	0.0011	0.4547	0.6505
38324	1972	Food processing and beverage	0.0136	0.0037	1.7589	0.9353
47562	1972	Food processing and beverage	0.0088	0.0052	-0.0506	0.5091
42630	1972	Food processing and beverage	0.0071	0.0757	0.0886	0.2660
14955	1972	Food processing and beverage	0.0064	0.0009	0.2106	0.4471
27510	1972	Food processing and beverage	0.0056	0.0120	0.4507	0.9312
11498	1972	Food processing and beverage	0.0043	0.0216	0.0205	0.4040
12730	1972	Food processing and beverage	0.0036	0.0009	0.2073	0.7669
50833	1972	Food processing and beverage	0.0026	0.1046	0.2075	0.7130
41582	1972	Food processing and beverage	0.0024	0.0077	0.9598	0.5628
39247	1972	Food processing and beverage	0.0020	0.0259	0.1111	0.5053
34892	1972	Food processing and beverage	0.0017	0.0315	0.1036	0.6340
22648	1972	Food processing and beverage	0.0016	0.0336	0.5424	0.5084
39853	1972	Food processing and beverage	0.0002	0.0087	0.5881	0.5397
22429	1972	Food processing and beverage	-0.0029	0.0051	-0.0992	0.6531
37751	1972	Food processing and beverage	-0.0043	0.0100	0.1498	0.8607
12837	1972	Food processing and beverage	-0.0059	0.0017	-0.0041	0.2718
22840	1972	Food processing and beverage	-0.0074	0.0013	0.1388	0.5376
30365	1972	Food processing and beverage	-0.0075	0.0017	0.1559	0.5772
46447	1972	Food processing and beverage	-0.0077	0.0013	0.1172	0.5175
21303	1972	Food processing and beverage	-0.0087	0.0147	1.4148	0.8320
13354	1972	Food processing and beverage	-0.0084	0.0011	0.0539	0.6729
16360	1972	Food processing and beverage	-0.0102	0.0025	0.1856	0.8439
51799	1972	Food processing and beverage	-0.0112	0.0046	0.2799	0.8902
23106	1972	Food processing and beverage	-0.0117	0.0039	0.0491	0.9378
42219	1972	Food processing and beverage	-0.0120	0.0290	0.2081	0.7501
10225	1972	Food processing and beverage	-0.0121	0.0005	0.0508	0.3525
25910	1972	Food processing and beverage	-0.0125	0.0065	-0.0388	0.6545
19940	1972	Food processing and beverage	-0.0125	0.0016	0.0945	0.4361
42323	1972	Food processing and beverage	-0.0158	0.0099	0.0369	0.6766
13856	1972	Food processing and beverage	-0.0180	0.0012	0.2150	0.6188
16600	1972	Food processing and beverage	-0.0181	0.0042	0.0617	0.7365
15843	1972	Food processing and beverage	-0.0193	0.0114	-0.1049	1.4835
32870	1972	Food processing and beverage	-0.0185	0.0065	0.2199	0.7086
40707	1972	Food processing and beverage	-0.0201	0.0019	-0.1591	0.6719
23077	1972	Food processing and beverage	-0.0216	0.0012	0.0743	0.5405
19887	1972	Food processing and beverage	-0.0247	0.0113	0.0351	1.0720
11308	1972	Food processing and beverage	-0.0271	0.0009	0.1373	0.7433
49736	1972	Food processing and beverage	-0.0289	0.0230	0.0110	0.9445
10989	1972	Food processing and beverage	-0.0305	0.0010	0.0338	0.8427
26825	1972	Food processing and beverage	-0.0313	0.0026	0.0494	0.8456
12044	1972	Food processing and beverage	-0.0318	0.0063	0.0773	0.3391
42315	1972	Food processing and beverage	-0.0325	0.0390	0.0818	0.9732
10479	1972	Food processing and beverage	-0.0329	0.0030	0.0713	0.9194
49437	1972	Food processing and beverage	-0.0386	0.0046	0.0412	0.7690
16571	1972	Food processing and beverage	-0.0351	0.0008	0.0813	0.6464
12271	1972	Food processing and beverage	-0.0382	0.0183	0.0746	0.7911
25320	1972	Food processing and beverage	-0.0413	0.0015	0.0643	0.9232
27481	1972	Food processing and beverage	-0.0429	0.0169	0.0094	1.4132
28353	1972	Food processing and beverage	-0.0437	0.0011	0.0936	0.7223
17670	1972	Food processing and beverage	-0.0453	0.0151	-0.0035	0.2629
16109	1972	Food processing and beverage	-0.0480	0.0006	0.1272	0.6716
35246	1972	Food processing and beverage	-0.0490	0.0565	0.2771	0.7390
39263	1972	Food processing and beverage	-0.0496	0.0048	0.0072	1.0934
15472	1972	Food processing and beverage	-0.0520	0.0061	0.1065	0.8589
32256	1972	Food processing and beverage	-0.0514	0.0102	0.0008	0.1701
45567	1972	Food processing and beverage	-0.0538	0.0038	0.1144	0.3203
20407	1972	Food processing and beverage	-0.0575	0.0061	0.1123	0.7619
50112	1972	Food processing and beverage	-0.0599	0.0114	0.0061	0.7697
34139	1972	Food processing and beverage	-0.0589	0.0530	-0.2985	1.0024
40512	1972	Food processing and beverage	-0.0629	0.0526	0.1641	0.7672
26526	1972	Food processing and beverage	-0.0645	0.0084	0.1837	1.0035
59184	1972	Food processing and beverage	-0.0675	0.0015	0.1176	1.2316
14816	1972	Food processing and beverage	-0.0740	0.0460	0.2490	0.9530
10727	1972	Food processing and beverage	-0.0651	0.0331	-0.0116	0.5937
49031	1972	Food processing and beverage	-0.1025	0.0348	0.8260	1.2157
58982	1972	Food processing and beverage	-0.0934	0.0070	0.1825	1.3433
24555	1972	Food processing and beverage	-0.1016	0.0131	0.1823	0.9725
45081	1972	Food processing and beverage	-0.1068	0.0027	0.2775	1.0876
16619	1972	Food processing and beverage	-0.1331	0.0157	0.2326	1.0117
19764	1972	Food processing and beverage	-0.1063	0.0287	-0.1968	0.3142
11658	1972	Food processing and beverage	-0.1290	0.0017	0.2652	0.6543
19174	1972	Food processing and beverage	-0.1169	0.0035	1.4923	0.4939
35756	1972	Food processing and beverage	-0.1391	0.0245	-0.0815	1.0440
32520	1972	Food processing and beverage	-0.2067	0.2210	-0.4466	0.4713
34454	1972	Food processing and beverage	-0.3012	0.0496	0.0844	1.2917
31414	1973	Food processing and beverage	0.5511	0.0305	0.7623	0.3810
35756	1973	Food processing and beverage	0.3294	0.0276	2.9442	1.1894
54041	1973	Food processing and beverage	0.3406	0.0440	1.3430	1.1569
36281	1973	Food processing and beverage	0.2503	0.0142	2.7434	0.3686
31958	1973	Food processing and beverage	0.2522	0.0277	0.1548	0.7379
22948	1973	Food processing and beverage	0.2221	0.1132	0.7086	0.4765
41291	1973	Food processing and beverage	0.1821	0.1173	-0.0245	0.3150
19764	1973	Food processing and beverage	0.2133	0.0430	2.3500	0.4737
20407	1973	Food processing and beverage	0.1587	0.0059	0.5481	0.7688
42585	1973	Food processing and beverage	0.1577	0.0283	0.4081	0.7193
43589	1973	Food processing and beverage	0.1499	0.0758	1.0890	0.5804
39328	1973	Food processing and beverage	0.1562	0.0491	0.2498	0.5129
51722	1973	Food processing and beverage	0.1272	0.0659	1.3648	0.4250
83994	1973	Food processing and beverage	0.1399	0.1496	0.8352	0.9514
53129	1973	Food processing and beverage	0.1294	0.0043	1.2940	0.4896
27158	1973	Food processing and beverage	0.1294	0.0032	1.7173	0.6259
27510	1973	Food processing and beverage	0.1398	0.0092	0.6846	0.9973
49023	1973	Food processing and beverage	0.1274	0.0230	1.6815	0.5215
39853	1973	Food processing and beverage	0.1192	0.0073	0.2710	0.5254
13901	1973	Food processing and beverage	0.1193	0.0006	0.1894	0.4441
54552	1973	Food processing and beverage	0.1320	0.0289	0.8317	1.0956
32520	1973	Food processing and beverage	0.0842	0.2674	0.1854	0.5564
55183	1973	Food processing and beverage	0.1117	0.0502	1.2442	0.7996
17144	1973	Food processing and beverage	0.1035	0.0011	0.5287	0.6555
17953	1973	Food processing and beverage	0.1003	0.0009	0.8070	0.6712
73542	1973	Food processing and beverage	0.0947	0.1000	1.2391	0.3918
19940	1973	Food processing and beverage	0.0878	0.0016	0.1135	0.4767
56135	1973	Food processing and beverage	0.0795	0.0630	0.4737	0.5831
11498	1973	Food processing and beverage	0.0763	0.0212	-0.0336	0.4168
13311	1973	Food processing and beverage	0.0804	0.0014	0.3520	0.9514
32870	1973	Food processing and beverage	0.0762	0.0067	0.7432	0.8055
65577	1973	Food processing and beverage	0.0735	0.0391	0.0698	1.1224
38922	1973	Food processing and beverage	0.0716	0.0200	2.0446	0.2427
24539	1973	Food processing and beverage	0.0711	0.0019	0.4993	0.7185
46447	1973	Food processing and beverage	0.0689	0.0011	0.3412	0.5429
30365	1973	Food processing and beverage	0.0638	0.0015	0.3475	0.5783
21303	1973	Food processing and beverage	0.0568	0.0114	0.0113	0.7080
22840	1973	Food processing and beverage	0.0526	0.0012	0.3642	0.5683
53989	1973	Food processing and beverage	0.0519	0.0519	0.9688	0.3121
50729	1973	Food processing and beverage	0.0504	0.0090	1.7174	0.7679
12730	1973	Food processing and beverage	0.0463	0.0008	0.3233	0.7340
40512	1973	Food processing and beverage	0.0511	0.0493	0.1830	0.8794
22277	1973	Food processing and beverage	0.0425	0.0030	0.2584	0.3976
23077	1973	Food processing and beverage	0.0374	0.0012	0.2863	0.5447
14955	1973	Food processing and beverage	0.0355	0.0009	0.2888	0.5093
14533	1973	Food processing and beverage	0.0355	0.0014	0.2526	0.6570
70923	1973	Food processing and beverage	0.0344	0.0267	0.8406	0.5999
39263	1973	Food processing and beverage	0.0344	0.0047	0.7183	1.1014
16109	1973	Food processing and beverage	0.0333	0.0006	0.2266	0.6419
17831	1973	Food processing and beverage	0.0382	0.0508	0.6733	1.1267
49736	1973	Food processing and beverage	0.0283	0.0185	0.5346	0.3741
10727	1973	Food processing and beverage	0.0322	0.0399	-0.0241	0.7237
70149	1973	Food processing and beverage	0.0294	0.0147	0.4545	0.5210
29735	1973	Food processing and beverage	0.0264	0.0208	1.7562	0.4393
49437	1973	Food processing and beverage	0.0232	0.0036	0.0915	0.7267
57672	1973	Food processing and beverage	0.0222	0.0209	1.0445	0.3756
28353	1973	Food processing and beverage	0.0231	0.0011	0.8091	0.7715
17267	1973	Food processing and beverage	0.0216	0.0023	0.2712	0.7050
32265	1973	Food processing and beverage	0.0194	0.0152	0.4127	0.3699
56602	1973	Food processing and beverage	0.0197	0.0431	3.0701	0.7514
16571	1973	Food processing and beverage	0.0163	0.0007	0.2732	0.6804
41582	1973	Food processing and beverage	0.0164	0.0073	2.4508	0.5666
17670	1973	Food processing and beverage	0.0123	0.0144	-0.0252	0.2547
26825	1973	Food processing and beverage	0.0125	0.0025	0.3615	0.8651
26710	1973	Food processing and beverage	0.0085	0.0008	-0.0470	0.2211
33013	1973	Food processing and beverage	0.0083	0.0167	1.9241	0.6113
10989	1973	Food processing and beverage	0.0072	0.0009	0.3195	0.8498
49031	1973	Food processing and beverage	0.0074	0.0225	0.6411	0.9537
12271	1973	Food processing and beverage	0.0061	0.0176	0.3050	0.8533
38324	1973	Food processing and beverage	0.0045	0.0022	0.1188	0.4735
42797	1973	Food processing and beverage	0.0043	0.0422	0.9738	1.0651
59619	1973	Food processing and beverage	0.0019	0.0199	0.4842	0.5570
34892	1973	Food processing and beverage	0.0017	0.0301	0.1651	0.6219
15077	1973	Food processing and beverage	0.0008	0.0116	0.0913	0.6321
29946	1973	Food processing and beverage	0.0000	0.0042	1.1859	0.2609
23106	1973	Food processing and beverage	-0.0005	0.0035	0.0135	0.9072
42315	1973	Food processing and beverage	-0.0010	0.0394	0.5998	0.9944
10516	1973	Food processing and beverage	-0.0028	0.0038	1.4809	0.6041
25910	1973	Food processing and beverage	-0.0027	0.0061	0.0266	0.6633
51799	1973	Food processing and beverage	-0.0051	0.0043	0.8848	0.9303
10225	1973	Food processing and beverage	-0.0054	0.0005	0.0627	0.3579
13856	1973	Food processing and beverage	-0.0068	0.0011	0.3259	0.6258
57939	1973	Food processing and beverage	-0.0066	0.1462	0.2710	0.6691
19887	1973	Food processing and beverage	-0.0097	0.0113	0.1283	1.1483
45081	1973	Food processing and beverage	-0.0094	0.0024	0.2587	1.0307
41145	1973	Food processing and beverage	-0.0093	0.0896	0.7576	0.5887
42219	1973	Food processing and beverage	-0.0101	0.0269	0.4551	0.7703
12044	1973	Food processing and beverage	-0.0099	0.0062	-0.2943	0.3433
68938	1973	Food processing and beverage	-0.0144	0.0137	0.4914	0.6308
48953	1973	Food processing and beverage	-0.0185	0.0493	0.0558	0.7662
